0.0007065673125907779,0.00021052312513347715,6.276332715060562e-05,6.561694317497313e-05,3.2138177630258724e-05,4.5637949369847775e-05,6.7594492065836675e-06,1.5368701724582934e-06,4.035479378217133e-06
1.4061307410884183e-05,8.576368418289348e-05,4.683012957684696e-05,4.566182178677991e-05,2.4019585907808505e-05,4.233338768244721e-05,1.5756777429487556e-05,7.211031061160611e-06,9.46827458392363e-06
5.720809895137791e-06,3.199430648237467e-05,3.237017881474458e-05,3.001908953592647e-05,2.1127625586814247e-05,1.1378041563148145e-05,1.1822515261883382e-05,3.010905402334174e-06,1.7951517747860635e-06
8.903372872737236e-06,2.8840091545134783e-05,2.934459553216584e-05,6.940135062905028e-05,1.9697192328749225e-05,4.234641892253421e-05,1.6018504538806155e-05,2.1865105281904107e-06,3.149045824102359e-06
6.632161330344388e-06,2.2868473024573177e-05,4.249288758728653e-05,7.093301974236965e-05,2.627562753332313e-05,3.668972567538731e-05,2.1644493244821206e-05,1.5804220083737164e-06,2.085857431666227e-06
3.52624811057467e-05,5.455297650769353e-05,3.731937613338232e-05,3.576128074200824e-05,3.803928120760247e-05,2.0682098693214357e-05,2.0533847418846563e-05,5.88094565046049e-07,2.3150519155024085e-06
1.6680278349667788e-05,7.022666977718472e-05,8.098088437691331e-05,9.274484909838066e-05,8.061387779889628e-05,7.538933277828619e-05,4.983213511877693e-05,4.439167241798714e-06,8.88395788933849e-06
1.1871679816977121e-05,7.656597153982148e-05,6.988082168390974e-05,8.052966586546972e-05,7.401205220958218e-05,8.551361679565161e-05,4.744610851048492e-05,4.4499106479634065e-06,1.10091787064448e-05
3.356734669068828e-05,7.278753764694557e-05,5.914711800869554e-05,9.735817002365366e-05,7.609805470565334e-05,0.00018358955276198685,7.264100713655353e-05,5.860554665559903e-06,1.3107013728586026e-05
3.917163667210843e-06,2.721845157793723e-05,3.674112667795271e-05,3.8231690268730745e-05,2.7570184101932682e-05,3.781592386076227e-05,1.490381055191392e-05,5.142118425283115e-06,1.747089481796138e-05
9.699799738882575e-05,0.00014839483628747985,0.0003162542270729318,0.00023448409046977758,9.557285011396743e-05,0.0001158090635726694,5.7622706663096324e-05,1.1396944728403469e-05,1.0409533842903329e-05
