4.326952875999268e-06,2.9146755764486443e-07,4.387695540231107e-08,1.5368701724582934e-06,4.035479378217133e-06
3.04623540614557e-06,6.608146577491425e-06,1.0681720823413343e-06,7.211031061160611e-06,9.46827458392363e-06
4.253495262673823e-06,3.109762701569707e-06,1.058712584267596e-07,3.010905402334174e-06,1.7951517747860635e-06
5.7162765187968034e-06,4.136191819270607e-06,2.3483220701336904e-08,2.1865105281904107e-06,3.149045824102359e-06
5.8455957514524926e-06,2.9243913104437524e-06,2.1665771399170808e-08,1.5804220083737164e-06,2.085857431666227e-06
4.79827394883614e-06,7.958176979627751e-07,2.5687183935474422e-08,5.88094565046049e-07,2.3150519155024085e-06
7.110768819984514e-06,4.1134280763799325e-06,5.099619571069525e-08,4.439167241798714e-06,8.88395788933849e-06
2.9911016099504195e-05,6.527566256409045e-06,1.4474939291631017e-07,4.4499106479634065e-06,1.10091787064448e-05
1.9483377400320023e-05,4.795823770109564e-06,1.1303217917202346e-07,5.860554665559903e-06,1.3107013728586026e-05
1.1987641300947871e-05,5.504431555891642e-06,1.0339952893900772e-07,5.142118425283115e-06,1.747089481796138e-05
2.8031598048983142e-05,5.185174359212397e-06,1.449267088560191e-07,1.1396944728403469e-05,1.0409533842903329e-05
0.0005510414193850011,0.00017884604130813386,9.523134849587223e-06,0.00018919863123301184,0.0009008193374029361
0.0010378378501627594,0.0002882630160456756,9.219818821293302e-06,0.00033844666540971957,0.0005628646467812359
0.0007534658288932405,0.00012798895659216214,7.663354949727363e-06,0.00011385154721210711,0.0004974855692125857
0.0006430779467336833,0.0002441872547933599,8.5914691680955e-06,0.00025233817359548993,0.0004003926114819478
0.0005143561938893981,0.00012104163761250675,3.330638719489798e-06,0.00013987021338834893,0.00030104639154160395
0.0009669341379776597,0.00022985748364590108,3.9228369132615626e-05,0.0001950115110957995,0.0005964258016319945
0.0015835230879019946,0.001015327696222812,0.0005351348263502587,0.0008641366875963286,0.002543249516747892
0.020077504334039986,0.008913689554901794,0.0071566886035725474,0.0050875418819487095,0.012940591492224485
0.018695496590225957,0.009586723863321822,0.0037271689279805287,0.004300660111766774,0.013374447444221005
0.00023797455651219934,6.375372686306946e-05,3.240683327021543e-06,6.043114626663737e-05,0.00013597673387266695
0.00010517651753616519,4.475709101825487e-05,3.922832547686994e-06,3.3545428777870256e-05,0.00011251598698436283
0.002049887494649738,0.0004943498061038554,0.00015740094750071876,0.000380697674700059,0.0010334736725781113
0.0033125230693258345,0.0021490866784006357,0.00021134510006959317,0.0008210876185330562,0.001769369002431631
0.015378221694845706,0.005854539107531309,0.0019002394983544946,0.0037852786044823006,0.006719335971865803
0.008557250228477642,0.0036622055049519986,0.0006102431789258844,0.0021554357444983907,0.004593927296809852
0.016267094273644034,0.012042858827044256,0.0019731848369701765,0.007313021022127941,0.020962702517863363
0.022344861456076615,0.005222975651122397,0.0010256737291456375,0.0024150569552148227,0.011415954038966447
0.013988481543492526,0.007537896191934124,0.001177171505332808,0.005416851679910906,0.01022614462999627
0.01868099282728508,0.008970744995167479,0.001372437345708022,0.0032413568842457607,0.007033988717012107
1.863513170974329e-05,1.5818091014807578e-06,3.167708371165645e-07,4.661512321035843e-06,8.068941497185733e-06
9.182024768961128e-06,3.92848869523732e-06,2.0863767531409394e-06,9.122781193582341e-06,1.0917636245721951e-05
7.006220130278962e-06,1.184171310342208e-06,3.3343417271680664e-07,2.6427755983604584e-06,2.4815244614728726e-06
1.646120290388353e-05,2.091749138344312e-06,1.1880609207537418e-07,4.998773874831386e-06,4.270399131200975e-06
2.0820509234908968e-05,1.5700524045314523e-06,9.137783507640052e-08,5.256015811028192e-06,2.602080485303304e-06
3.298579031252302e-05,1.07026801288157e-06,1.046743847155085e-07,3.0439489364653127e-06,8.187708772311453e-06
3.601135904318653e-05,3.931509581889259e-06,4.804079480891232e-07,1.4132338947092649e-05,1.625295953999739e-05
6.012183439452201e-05,4.831784281122964e-06,4.86412488953647e-07,1.071680526365526e-05,1.4012780411576387e-05
3.8436861359514296e-05,2.684690798560041e-06,4.0108801613314427e-07,8.346489266841672e-06,1.5428926417371258e-05
2.6726347641670145e-05,2.6747914034785936e-06,2.233675218121789e-07,1.092095953936223e-05,1.692619116511196e-05
4.527364581008442e-05,5.297803909343202e-06,2.3997977649514723e-07,2.232392989753862e-05,1.2010762247882667e-05
